state_name;created_at;grade;id;language;national_avg;question;state_avg;state_id;subject_code;total_student;updated_at
Sikkim;;8;2157;math;34.17930695;Interprets the division and multiplication of fractions;26.35318567;11;M702;0;
Sikkim;;8;2194;math;22.99285869;Solves problems related to daily life situations involving rational numbers;16.85076346;11;M705;0;
Sikkim;;8;2231;math;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;18.73274105;11;M706;0;
Sikkim;;8;2268;math;37.85720974;Adds/subtracts algebraic expressions;31.04648803;11;M707;0;
Sikkim;;8;2305;math;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;25.85360684;11;M710;0;
Sikkim;;8;2342;math;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;34.16603435;11;M717;0;
Sikkim;;8;2379;math;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;40.24679691;11;M719;0;
Sikkim;;8;2416;math;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;34.21629097;11;M721;0;
Sikkim;;8;2453;math;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;25.22691132;11;M801;0;
Sikkim;;8;2490;math;39.69694416;Finds rational numbers between two given rational numbers;33.86540731;11;M802;0;
Sikkim;;8;2527;math;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;31.22134798;11;M803;0;
Sikkim;;8;2564;math;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;20.09974607;11;M804;0;
Sikkim;;8;2601;math;42.22910329;uses various algebric identities in solving problem of daily life.;32.54463766;11;M808;0;
Sikkim;;8;2638;math;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;34.27848647;11;M812;0;
Sikkim;;8;2675;math;30.49771775;Find surface area and volume of cuboidal and cylindrical object;27.40554974;11;M818;0;
Sikkim;;8;2712;math;29.72837381;Draws and interprets bar charts and pie charts;30.49036975;11;M819;0;
Sikkim;;8;2749;sci;38.6624294;Classifies materials and organisms based on properties/characteristics;38.74391142;11;SCI703;0;
Sikkim;;8;2786;sci;37.07110679;Conducts simple investigation to seek answers to queries;36.40940319;11;SCI704;0;
Sikkim;;8;2823;sci;44.69084783;Relates processes and phenomenon with causes;43.64995062;11;SCI705;0;
Sikkim;;8;2860;sci;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";38.57458056;11;SCI708;0;
Sikkim;;8;2897;sci;35.44045265;Plots and interprets graphs;36.94212038;11;SCI710;0;
Sikkim;;8;2934;sci;26.33601219;Constructs models using materials from surroundings and explains their working;27.13268119;11;SCI711;0;
Sikkim;;8;2971;sci;46.11448868;Differentiates materials, organism and processes;46.31856368;11;SCI801;0;
Sikkim;;8;3008;sci;33.95429397;Relates processes and phenomenon with causes;33.15129975;11;SCI804;0;
Sikkim;;8;3045;sci;35.64002396;Explains processes and phenomenon;45.0699097;11;SCI805;0;
Sikkim;;8;3082;sci;33.72744696;Measures angles of incidence and reflection, etc.;36.41915006;11;SCI807;0;
Sikkim;;8;3119;sci;44.6740778;Applies learning of scientific concepts in day-to-day life;42.57236613;11;SCI811;0;
Sikkim;;8;3156;sci;43.70258064;Makes efforts to protect environment;41.84413231;11;SCI813;0;
Sikkim;;8;3193;sst;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;37.02988575;11;SST605;0;
Sikkim;;8;3230;sst;26.31341968;Locates important historical sites, places on an outline map of India.;26.67346322;11;SST610;0;
Sikkim;;8;3267;sst;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;40.72812885;11;SST625;0;
Sikkim;;8;3304;sst;46.21675658;Explains preventive actions to be undertaken in the event of disasters;58.30829507;11;SST703;0;
Sikkim;;8;3341;sst;43.90557534;Describes formation of landforms due to various factors;38.30729109;11;SST704;0;
Sikkim;;8;3378;sst;39.38328158;Explains the significance of equality in democracy;35.92351368;11;SST722;0;
Sikkim;;8;3415;sst;41.68680835;Describes the process of election to the legislative assembly;32.25204012;11;SST726;0;
Sikkim;;8;3452;sst;56.08979533;Explains the functioning of media with appropriate examples from newspapers;60.1265565;11;SST731;0;
Sikkim;;8;3489;sst;38.287391;Differentiates between different kinds of markets;30.46785473;11;SST733;0;
Sikkim;;8;3526;sst;40.68413325;Traces how goods travel through various market places;38.39425345;11;SST734;0;
Sikkim;;8;3563;sst;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;32.62459677;11;SST802;0;
Sikkim;;8;3600;sst;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;28.69400897;11;SST805;0;
Sikkim;;8;3637;sst;37.39117524;Justifies judicious use of natural resources;36.42630454;11;SST807;0;
Sikkim;;8;3674;sst;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;33.18059149;11;SST809;0;
Sikkim;;8;3711;sst;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;21.70333398;11;SST810;0;
Sikkim;;8;3748;sst;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;33.15415626;11;SST815;0;
Sikkim;;8;3785;sst;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;26.7141922;11;SST816;0;
Sikkim;;8;3822;sst;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;39.15014501;11;SST818;0;
Sikkim;;8;3859;sst;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;36.3659953;11;SST823;0;
Sikkim;;8;3896;sst;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);24.74143803;11;SST827;0;
Sikkim;;8;3933;sst;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;28.39918988;11;SST831;0;
Sikkim;;8;3970;sst;60.53447082;Draws bar diagram to show population of different countries/India/states;61.11688385;11;SST833;0;
Sikkim;;10;4007;eng;43.18472;Reads, comprehends and responds to complex texts independently.;53.58005;11;E1007;0;
Sikkim;;10;4044;mil;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;32.903305;11;MIL1011;0;
Sikkim;;10;4081;math;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;33.79809;11;M1001;0;
Sikkim;;10;4118;math;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;27.15676;11;M1002;0;
Sikkim;;10;4155;math;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;22.048721;11;M1003;0;
Sikkim;;10;4192;math;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;28.89452;11;M1004;0;
Sikkim;;10;4229;math;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;25.114414;11;M1005;0;
Sikkim;;10;4266;math;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;26.512367;11;M1006;0;
Sikkim;;10;4303;math;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";21.06321;11;M1007;0;
Sikkim;;10;4340;math;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;27.31104;11;M1008;0;
Sikkim;;10;4377;math;36.4026;Derives proofs of theorems related to the tangents of circles.;24.869951;11;M1009;0;
Sikkim;;10;4414;math;20.765802;Examines the steps of geometrical constructions and reason out each step;20.911667;11;M1010;0;
Sikkim;;10;4451;math;35.30695;Finds surface areas and volumes of objects in the surroundings by visualising them as a combination of different solids like cylinder and a cone, cylinder and a hemisphere, combination of different cubes, etc.;30.27147;11;M1011;0;
Sikkim;;10;4488;math;27.297476;Calculates mean, median and mode for different sets of data related with real life contexts.;21.846178;11;M1012;0;
Sikkim;;10;4525;sci;37.17107;Differentiates materials, objects, organisms, phenomena, and processes, based on, properties and characteristics.;32.445545;11;SCI1001;0;
Sikkim;;10;4562;sci;36.145523;Classifies materials, objects, organisms, phenomena, and processes, based on properties and characteristics.;34.658806;11;SCI1002;0;
Sikkim;;10;4599;sci;40.16393;Relates processes and phenomena with causes and effects;39.41578;11;SCI1003;0;
Sikkim;;10;4636;sci;35.628475;Explains processes and phenomena.;32.902466;11;SCI1004;0;
Sikkim;;10;4673;sci;29.918556;Analyses and interprets data, graphs, and figures;29.835838;11;SCI1005;0;
Sikkim;;10;4710;sci;28.238886;Calculates using the data given;28.82829;11;SCI1006;0;
Sikkim;;10;4747;sci;37.598038;Uses scientific conventions to represent units of various quantities, symbols, formulae, and equations.;31.53321;11;SCI1007;0;
Sikkim;;10;4784;sci;32.583794;Applies learning to hypothetical situations;33.380318;11;SCI1008;0;
Sikkim;;10;4821;sci;36.140385;Applies scientific concepts in daily life and solving problems;35.115253;11;SCI1009;0;
Sikkim;;10;4858;sci;28.161814;Derives formulae, equations, and laws;26.986958;11;SCI1010;0;
Sikkim;;10;4895;sst;33.983433;Recognises and retrieves facts, figures, and narrate processes.;36.79819;11;SST1001;0;
Sikkim;;10;4932;sst;36.572113;Classifies and compares events, facts, data, and figures.;39.750187;11;SST1002;0;
Sikkim;;10;4969;sst;35.907436;Explains cause and effect relationship between phenomena, events, and their occurrence.;35.05618;11;SST1003;0;
Sikkim;;10;5006;sst;33.303093;Analyses and evaluates information.;31.875263;11;SST1004;0;
Sikkim;;10;5043;sst;41.890568;Interprets.;45.394672;11;SST1005;0;
Sikkim;;10;5080;sst;27.184587;Draws interlinkages within Social Science.;26.460674;11;SST1006;0;
Sikkim;;10;5117;sst;51.316265;Identifies assumptions, biases, prejudices, or stereotypes about various aspects.;52.887363;11;SST1007;0;
Sikkim;;10;5154;sst;45.048756;Demonstrates inquisitiveness, enquiry.;48.09397;11;SST1008;0;
Sikkim;;10;5191;sst;28.27952;Constructs views, arguments, and ideas on the basis of collected or given information.;25.768343;11;SST1009;0;
Sikkim;;10;5228;sst;35.440754;Extrapolates and predicts events and phenomena.;45.56624;11;SST1010;0;
Sikkim;;10;5265;sst;44.899364;Illustrates decision making/problem solving skills.;52.036163;11;SST1011;0;
Sikkim;;10;5302;sst;37.20472;Shows sensitivity and appreciation skills.;37.37356;11;SST1012;0;
Arunachal Pradesh;;3;12;language;63.63026186;Reads small texts with comprehension i.e., identifies main ideas, details,sequence and draws conclusions;51.87494116;12;L304;0;
Arunachal Pradesh;;3;49;language;58.37958018;Reads printed scripts on the classroom walls: poems, posters, charts etc.;48.37505264;12;L312;0;
Arunachal Pradesh;;3;86;math;44.86014936;Reads and writes numbers up to 999 using place value;34.30753789;12;M301;0;
Arunachal Pradesh;;3;123;math;69.59105659;Compares numbers up to 999 based on their place values;58.1636238;12;M302;0;
Arunachal Pradesh;;3;160;math;53.09433594;Solves simple daily life problems using addition and subtraction of three digit numbers with and without regrouping;40.55288127;12;M303;0;
Arunachal Pradesh;;3;197;math;61.36625068;Constructs and uses the multiplication facts (up till 10) in daily life situations;43.05927702;12;M304;0;
Arunachal Pradesh;;3;234;math;52.62719893;Analyses and applies an appropriate number operation in the situation/ context;38.16315685;12;M305;0;
Arunachal Pradesh;;3;271;math;47.12859715;Explains the meaning of division facts by equal grouping/sharing and finds it by repeated subtraction;31.93557018;12;M306;0;
Arunachal Pradesh;;3;308;math;43.42736751;Identifies and makes 2D-shapes by paper folding. paper cutting on the dot grid, using straight lines etc.;30.41627739;12;M309;0;
Arunachal Pradesh;;3;345;math;55.87288305;Fills a given region leaving no gaps using a tile of a given shape;47.40693782;12;M311;0;
Arunachal Pradesh;;3;382;math;50.42683159;Estimates and measures length and distance using standard units like centimeters or meters & identifies relationships;37.97541015;12;M312;0;
Arunachal Pradesh;;3;419;math;71.18972678;Reads the time correctly to the hour using a clock/watch;55.92735214;12;M317;0;
Arunachal Pradesh;;3;456;math;56.32346284;Extends patterns in simple shapes and numbers;42.72707579;12;M318;0;
Arunachal Pradesh;;3;493;math;52.83858721;Records data using tally marks, represents pictorially and draws;41.33663562;12;M319;0;
Arunachal Pradesh;;3;530;evs;61.58180576;Identifies simple features (e.g. movement, at places found/ kept, eating habits, sounds) of animals and birds in the immediate surroundings.;53.19617426;12;EVS302;0;
Arunachal Pradesh;;3;567;evs;51.2573532;Identifies relationships with and among family members;37.89191483;12;EVS303;0;
Arunachal Pradesh;;3;604;evs;65.20640349;Identifies objects, signs (vessels, stoves, transport, means of communication, transport, signboards etc.), places (types of houses/shelters, bus stand, petrol pump etc.) activities (works people do, cooking processes, etc.) at home/school/ neighborhoods;55.79939006;12;EVS304;0;
Arunachal Pradesh;;3;641;evs;52.05501548;Describes need of food for people of different age groups, animals/birds, availability of food and water and use of water at home and surroundings.;44.61271918;12;EVS305;0;
Arunachal Pradesh;;3;678;evs;63.03021748;Groups objects, birds, animals, features, activities according to differences/ similarities using different senses. (e.g. appearance/place of living/ food/ movement/ likes-dislikes/ any other features);54.87180397;12;EVS307;0;
Arunachal Pradesh;;3;715;evs;65.92871657;Identifies directions, location of objects/places in simple maps using signs/symbols/ verbally;59.85472932;12;EVS309;0;
Arunachal Pradesh;;3;752;evs;67.30950727;Guesses properties, estimates quantities of materials/activities in daily life and verifies using symbols/non-standard units;54.46948679;12;EVS310;0;
Arunachal Pradesh;;3;789;evs;53.9116383;Records observations, experiences, information on objects/activities/places visited in different ways and predicts patterns etc;41.1298711;12;EVS311;0;
Arunachal Pradesh;;3;826;evs;42.74752998;Observes rules in games (local, indoor, outdoor);35.66407973;12;EVS313;0;
Arunachal Pradesh;;3;863;evs;62.992927;Voices opinion on good/bad touch , stereotypes for tasks/play/food in family w.r.t gender, misuse/wastage of food and water in family and school.;49.22218381;12;EVS314;0;
Arunachal Pradesh;;5;900;language;55.19833154;Reads text with comprehension, locates details and sequence of events;49.9769517;12;L508;0;
Arunachal Pradesh;;5;937;math;44.80937633;Applies operations of numbers in daily life situations;38.48296681;12;M401;0;
Arunachal Pradesh;;5;974;math;35.91642014;Explores the area and perimeter of simple geometrical shapes (triangle, rectangle, square) in terms of given shape as a unit;27.22668158;12;M412;0;
Arunachal Pradesh;;5;1011;math;47.38427343;Calculates time intervals/duration of familiar daily life events by using forward or backward counting/addition and subtraction;37.5309656;12;M418;0;
Arunachal Pradesh;;5;1048;math;41.97566973;Represent the collected information in tables and bar graphs and draws inferences from these;34.90013773;12;M421;0;
Arunachal Pradesh;;5;1085;math;55.23289532;Reads and writes numbers bigger than 1000 being used in her/his surroundings;51.56669506;12;M501;0;
Arunachal Pradesh;;5;1122;math;45.75788074;Estimates sum, difference, product and quotient of numbers and verifies the same using different strategies like using standard algorithms or breaking a number and then using operation;39.38931172;12;M504;0;
Arunachal Pradesh;;5;1159;math;54.99199454;Finds the number corresponding to part of a collection;49.62616816;12;M505;0;
Arunachal Pradesh;;5;1196;math;38.21900005;Identifies and forms equivalent fractions of a given fraction;30.99057296;12;M506;0;
Arunachal Pradesh;;5;1233;math;42.81734551;Converts fractions into decimals and vice versa;31.17963804;12;M508;0;
Arunachal Pradesh;;5;1270;math;47.78604298;Classifies angles into right angle, acute angle, obtuse angle and represents the same by drawing and tracing;45.78349786;12;M509;0;
Arunachal Pradesh;;5;1307;math;37.85880312;Relates different commonly used larger and smaller units of length, weight and volume and converts larger units to smaller units and vice versa;31.43901318;12;M512;0;
Arunachal Pradesh;;5;1344;math;40.81815671;Estimates the volume of a solid body in known units.;29.86261375;12;M513;0;
Arunachal Pradesh;;5;1381;math;43.34404251;Applies the four fundamental arithmetic operations in solving problems involving money, length, mass, capacity and time intervals;32.54052578;12;M514;0;
Arunachal Pradesh;;5;1418;math;45.86787489;Identifies the pattern in triangular numbers and square number;40.07958031;12;M515;0;
Arunachal Pradesh;;5;1455;math;46.13490504;Collects data related to various daily life situations. represents it in tabular form and as bar graphs and interprets it;44.12956574;12;M516;0;
Arunachal Pradesh;;5;1492;evs;50.14524069;Identifies relationship with and among family members in extended family;43.9973031;12;EVS403;0;
Arunachal Pradesh;;5;1529;evs;49.89861061;Records observations/experiences/information for objects, activities, phenomena, places visited in different ways and predicts patterns and activities/ phenomena;44.76288342;12;EVS410;0;
Arunachal Pradesh;;5;1566;evs;44.74807312;Explains the super senses and unusual features (sight, smell, hear, sleep, sound, etc.) of animals and their responses to light, sound, food etc.;48.1522463;12;EVS501;0;
Arunachal Pradesh;;5;1603;evs;50.13567716;Describes the interdependence among animals, plants and humans;46.53841285;12;EVS503;0;
Arunachal Pradesh;;5;1640;evs;47.79471283;Explains the role and functions of different institutions in daily life (Bank, Panchayat, cooperatives. police station, etc.);40.8488993;12;EVS504;0;
Arunachal Pradesh;;5;1677;evs;48.43736914;Establishes linkages among terrain, climate, resources (food, water, shelter, livelihood) and cultural life. (e.g. life in distant/difficult areas like hot/cold deserts);44.60148074;12;EVS505;0;
Arunachal Pradesh;;5;1714;evs;47.96151678;Groups objects, materials, activities for features/properties such as shape, taste, color , texture, sound, traits etc.;41.26868372;12;EVS506;0;
Arunachal Pradesh;;5;1751;evs;47.34214092;Traces the changes in practices, customs, techniques of past and present through coins, paintings, monuments, museum etc. and interacting with elders;36.3294805;12;EVS507;0;
Arunachal Pradesh;;5;1788;evs;47.79993589;Guesses (properties, conditions of phenomena), estimates spatial quantities (distance, area, volume, weight etc. ) and time in simple standard units and verifies using simple tools/set ups;36.41849876;12;EVS508;0;
Arunachal Pradesh;;5;1825;evs;55.3338799;Records observations/experiences/information in an organized manner (e.g. in tables/ sketches/ bar graphs/ pie charts) and predicts patterns in activities/ phenomena (e.g. floating, sinking, mixing, evaporation , germination, spoilage) to establish relation between cause and effect.;53.167945;12;EVS509;0;
Arunachal Pradesh;;5;1862;evs;45.21567946;Identifies signs, directions, location of different objects/landmarks of a locality / place visited in maps and predicts directions w.r.t. positions at different places for a location;43.33513485;12;EVS510;0;
Arunachal Pradesh;;5;1899;evs;53.66416907;Voices opinions on issues observed/experienced and relates practices/happenings to larger issues of society;49.11410808;12;EVS512;0;
Arunachal Pradesh;;5;1936;evs;35.25714569;Suggests ways for hygiene, health, managing waste. disaster/emergency situations and protecting/saving resources;32.89240708;12;EVS513;0;
Arunachal Pradesh;;8;1973;language;52.97309821;Read textual/non-textual materials with comprehension and identifies the details, characters, main idea and sequence of ideas and events while reading;55.51567864;12;L813;0;
Arunachal Pradesh;;8;2010;math;49.36112431;Solves problems involving large numbers by applying appropriate operations;46.27452252;12;M601;0;
Arunachal Pradesh;;8;2047;math;47.59097545;Solves problems on daily life situations involving addition and subtraction of fractions / decimals;44.9891285;12;M606;0;
Arunachal Pradesh;;8;2084;math;28.73591711;Finds out the perimeter and area of rectangular objects in the surroundings like floor of the class room, surfaces of a chalk box etc.;23.58430575;12;M620;0;
Arunachal Pradesh;;8;2121;math;40.79030337;Arranges given/collected information in the form of table, pictograph and bar graph and interprets them;39.50180739;12;M621;0;
Arunachal Pradesh;;8;2158;math;34.17930695;Interprets the division and multiplication of fractions;29.96085186;12;M702;0;
Arunachal Pradesh;;8;2195;math;22.99285869;Solves problems related to daily life situations involving rational numbers;16.01482933;12;M705;0;
Arunachal Pradesh;;8;2232;math;28.49537318;Uses exponential form of numbers to simplify problems involving multiplication and division of large numbers;19.69468932;12;M706;0;
Arunachal Pradesh;;8;2269;math;37.85720974;Adds/subtracts algebraic expressions;33.42896777;12;M707;0;
Arunachal Pradesh;;8;2306;math;29.74238625;Solves problems related to conversion of percentage to fraction and decimal and vice versa;23.50397246;12;M710;0;
Arunachal Pradesh;;8;2343;math;33.81366236;Finds out approximate area of closed shapes by using unit square grid/graph sheet;31.93134448;12;M717;0;
Arunachal Pradesh;;8;2380;math;43.31123397;Finds various representative values for simple data from her/his daily life contexts like mean, median and mode;40.49608682;12;M719;0;
Arunachal Pradesh;;8;2417;math;36.72808475;Interprets data using bar graph such as consumption of electricity is more in winters than summer;37.45710728;12;M721;0;
Arunachal Pradesh;;8;2454;math;33.51562816;Generalizes properties of addition, subtraction, multiplication and division of rational numbers through patterns;29.93755753;12;M801;0;
Arunachal Pradesh;;8;2491;math;39.69694416;Finds rational numbers between two given rational numbers;37.48423778;12;M802;0;
Arunachal Pradesh;;8;2528;math;42.80952108;Proves divisibility rules of 2, 3,4, 5, 6, 9 and 11;36.16194448;12;M803;0;
Arunachal Pradesh;;8;2565;math;34.15950514;Finds squares,cubes,square roots and cube roots of numbers using different methods;23.61626309;12;M804;0;
Arunachal Pradesh;;8;2602;math;42.22910329;uses various algebric identities in solving problem of daily life.;35.72620276;12;M808;0;
Arunachal Pradesh;;8;2639;math;39.31517354;Verifies properties of parallelogram and establishes the relationship between them through reasoning;37.78635747;12;M812;0;
Arunachal Pradesh;;8;2676;math;30.49771775;Find surface area and volume of cuboidal and cylindrical object;27.84307634;12;M818;0;
Arunachal Pradesh;;8;2713;math;29.72837381;Draws and interprets bar charts and pie charts;30.52515997;12;M819;0;
Arunachal Pradesh;;8;2750;sci;38.6624294;Classifies materials and organisms based on properties/characteristics;40.22083953;12;SCI703;0;
Arunachal Pradesh;;8;2787;sci;37.07110679;Conducts simple investigation to seek answers to queries;36.51086241;12;SCI704;0;
Arunachal Pradesh;;8;2824;sci;44.69084783;Relates processes and phenomenon with causes;44.02048454;12;SCI705;0;
Arunachal Pradesh;;8;2861;sci;42.66757359;"Measures and calculates e.g.. temperature; pulse rate; speed of moving objects; time period of a simple pendulum, etc.";39.98897253;12;SCI708;0;
Arunachal Pradesh;;8;2898;sci;35.44045265;Plots and interprets graphs;37.75970292;12;SCI710;0;
Arunachal Pradesh;;8;2935;sci;26.33601219;Constructs models using materials from surroundings and explains their working;26.8539854;12;SCI711;0;
Arunachal Pradesh;;8;2972;sci;46.11448868;Differentiates materials, organism and processes;49.49538788;12;SCI801;0;
Arunachal Pradesh;;8;3009;sci;33.95429397;Relates processes and phenomenon with causes;34.11875872;12;SCI804;0;
Arunachal Pradesh;;8;3046;sci;35.64002396;Explains processes and phenomenon;41.9065241;12;SCI805;0;
Arunachal Pradesh;;8;3083;sci;33.72744696;Measures angles of incidence and reflection, etc.;34.22363223;12;SCI807;0;
Arunachal Pradesh;;8;3120;sci;44.6740778;Applies learning of scientific concepts in day-to-day life;43.70124848;12;SCI811;0;
Arunachal Pradesh;;8;3157;sci;43.70258064;Makes efforts to protect environment;43.39033882;12;SCI813;0;
Arunachal Pradesh;;8;3194;sst;40.0252085;Identifies latitudes and longitudes, e.g., poles, equator, tropics, States /Ws of India and other neighboring countries on globe and the world map;34.62862461;12;SST605;0;
Arunachal Pradesh;;8;3231;sst;26.31341968;Locates important historical sites, places on an outline map of India.;25.04319603;12;SST610;0;
Arunachal Pradesh;;8;3268;sst;35.34243324;Describes the functioning of rural and urban local government bodies in sectors like health and education;38.55196117;12;SST625;0;
Arunachal Pradesh;;8;3305;sst;46.21675658;Explains preventive actions to be undertaken in the event of disasters;57.16162244;12;SST703;0;
Arunachal Pradesh;;8;3342;sst;43.90557534;Describes formation of landforms due to various factors;37.0103939;12;SST704;0;
Arunachal Pradesh;;8;3379;sst;39.38328158;Explains the significance of equality in democracy;34.28563516;12;SST722;0;
Arunachal Pradesh;;8;3416;sst;41.68680835;Describes the process of election to the legislative assembly;42.38239162;12;SST726;0;
Arunachal Pradesh;;8;3453;sst;56.08979533;Explains the functioning of media with appropriate examples from newspapers;59.32352351;12;SST731;0;
Arunachal Pradesh;;8;3490;sst;38.287391;Differentiates between different kinds of markets;28.27968952;12;SST733;0;
Arunachal Pradesh;;8;3527;sst;40.68413325;Traces how goods travel through various market places;39.66392616;12;SST734;0;
Arunachal Pradesh;;8;3564;sst;39.43486333;Describes major crops, types of farming and agricultural practices in her/his own areaistate;34.80091458;12;SST802;0;
Arunachal Pradesh;;8;3601;sst;28.45707033;Locates distribution of important minerals e.g. coal and mineral oil on the world map;29.42011815;12;SST805;0;
Arunachal Pradesh;;8;3638;sst;37.39117524;Justifies judicious use of natural resources;33.58921187;12;SST807;0;
Arunachal Pradesh;;8;3675;sst;35.60179601;Draws interrelationship between types of farming and development in different regions of the world;35.47414202;12;SST809;0;
Arunachal Pradesh;;8;3712;sst;28.01137019;Distinguishes the modern period from the medieval and the ancient periods through the use of sources;21.01885373;12;SST810;0;
Arunachal Pradesh;;8;3749;sst;32.97000623;Explains the origin, nature and spread of the revolt of 1857 and the lessons learned from it.;33.14383163;12;SST815;0;
Arunachal Pradesh;;8;3786;sst;27.40803408;Analyses the decline of pre-existing urban centers and handicraft industries and the development of new urban centers and industries in India during the colonial period;29.58421376;12;SST816;0;
Arunachal Pradesh;;8;3823;sst;43.86030071;Analyses the issues related to caste, women, widow remarriage, child marriage, social reforms and the laws and policies of colonial administration towards these issues;38.2359767;12;SST818;0;
Arunachal Pradesh;;8;3860;sst;29.15540248;Applies the knowledge of the Fundamental Rights to find out about their violation. protection and promotion in a given situation;38.81895336;12;SST823;0;
Arunachal Pradesh;;8;3897;sst;35.89976149;Describes the process of making a law. (e.g. Domestic Violence Act, RTI Act, RTE Act);29.3687659;12;SST827;0;
Arunachal Pradesh;;8;3934;sst;36.59235573;Identifies the role of Government in providing public facilities such as water, sanitation, road, electricity etc, and recognizes their availability;29.54899215;12;SST831;0;
Arunachal Pradesh;;8;3971;sst;60.53447082;Draws bar diagram to show population of different countries/India/states;63.25832601;12;SST833;0;
Arunachal Pradesh;;10;4008;eng;43.18472;Reads, comprehends and responds to complex texts independently.;53.81402;12;E1007;0;
Arunachal Pradesh;;10;4045;mil;41.25734;पाठ्यवस्तु में शामिल रचनाओं के अतिरिक्‍त अन्य कविता, कहानी,एकांकी को पढ़ते-लिखते और मंचन करते हैं।;34.87639;12;MIL1011;0;
Arunachal Pradesh;;10;4082;math;39.640007;Generalises properties of numbers and relations among them studied earlier to evolve results, such as, Euclid’s division algorithm, Fundamental Theorem of Arithmetic and applies them to solve problems related to real life contexts.;37.33318;12;M1001;0;
Arunachal Pradesh;;10;4119;math;32.196224;Develops a relationship between algebraic and graphical methods of finding the zeroes of a polynomial.;27.939564;12;M1002;0;
Arunachal Pradesh;;10;4156;math;30.136347;Finds solutions of pairs of linear equations in two variables using graphical and different algebraic methods.;26.891651;12;M1003;0;
Arunachal Pradesh;;10;4193;math;36.399822;Demonstrates strategies of finding roots and determining the nature of roots of a quadratic equation.;28.287504;12;M1004;0;
Arunachal Pradesh;;10;4230;math;36.75047;Develops strategies to apply the concept of A.P. to daily life situations. Works out ways to differentiate between congruent and similar figures.;28.094124;12;M1005;0;
Arunachal Pradesh;;10;4267;math;31.94823;Establishes properties for similarity of two triangles logically using different geometric criteria established earlier such as, Basic Proportionality Theorem, etc.;28.623842;12;M1006;0;
Arunachal Pradesh;;10;4304;math;28.170973;"Derives formulae to establish relations for geometrical shapes in the context of a coordinate plane, such as, finding the distance between two given points, to determine the coordinates of a point between any two given points, to find the area of a triangle
        etc.";24.846964;12;M1007;0;
Arunachal Pradesh;;10;4341;math;32.813667;Determines all trigonometric ratios with respect to a given acute angle (of a right triangle) and uses them in solving problems in daily life contexts like finding heights of different structures or distance from them.;29.368624;12;M1008;0;
Arunachal Pradesh;;10;4378;math;36.4026;Derives proofs of theorems related to the tangents of circles.;27.493694;12;M1009;0;
Arunachal Pradesh;;10;4415;math;20.765802;Examines the steps of geometrical constructions and reason out each step;19.289165;12;M1010;0;
